Meeting,Race Number,Race Name,Distance,Prize Money,Class,Apprentice Claim,Time,Date,Tab Number,Form,Last Finish pos,Last-1 Finish pos,Last-2 Finish pos,Last-3 Finish pos,Horse,BP,Weight,odds,Wrat,Trat,Starts,Wins,Places,win%,Place%,Class Change,Field Strength,Distance Change,Average Prizemoney,Days Since Last Start,Course Wins,Course Places,Course Starts,Distance Wins,Distance Places,Distance Starts,Course/Dist Wins,Course/Dist Places,Course/Dist Starts,Firm Wins,Firm Places,Firm Starts,Good Wins,Good Places,Good Starts,Soft Wins,Soft Places,Soft Starts,Heavy Wins,Heavy Places,Heavy Starts,Wizard Panel,Wtime Panel,Best Form Panel,Recent Form Panel,Distance Panel,Class Panel,Consensus Panel,Consensus Points,Trainer, age,sex,Jockey,Allowance,Espd,Pace,Impact Form,Impact Fit,Impact Dist,ATPG Age,ATPG Trainer,RFS,1Up Wins,1Up Places,1Up Starts,2Up Wins,2Up Places,2Up Starts,3Up Wins,3Up Places,3Up Starts,4Up Wins,4Up Places,4Up Starts,5Up Wins,5Up Places,5Up Starts,6Up Wins,6Up Places,6Up Starts,7+Up Wins,7+Up Places,7+Up Starts,Cur RFS Wins,Cur RFS Places,Cur RFS Starts,Cur RFS Date1,Cur RFS Base1,Cur RFS WFA1,Cur RFS Date2,Cur RFS Base2,Cur RFS WFA2,Cur RFS Date3,Cur RFS Base3,Cur RFS WFA3,Cur Peak,Cur Peak Date,Last Peak,Last Peak Date,Prev Peak,Prev Peak Date,Dist Peak,Dist Peak Date,Wet Peak,Wet Peak Date,Win Distances,Sim Company Wins,Sim Company Places,Sim Company Starts,Strong Company Wins,Strong Company Places,Strong Company Starts,Last Base Rating,Last WFA Rating,Last Date,Last Finish Position,Last-1 Base Rating,Last-1 WFA Rating,Last-1 Date,Last-1 Finish Position,Last-2 Base Rating,Last-2 WFA Rating,Last-2 Date,Last-2 Finish Position,Last-3 Base Rating,Last-3 WFA Rating,Last-3 Date,Last-3 Finish Position,Last-4 Base Rating,Last-4 WFA Rating,Last-4 Date,Last-4 Finish Position,Last-5 Base Rating,Last-5 WFA Rating,Last-5 Date,Last-5 Finish Position,Last-6 Base Rating,Last-6 WFA Rating,Last-6 Date,Last-6 Finish Position,Last-7 Base Rating,Last-7 WFA Rating,Last-7 Date,Last-7 Finish Position,Last Win Base Rating,Last Win WFA Rating,Last Win Date,Last Win-1 Base Rating,Last Win-1 WFA Rating,Last Win-1 Date,Last Win-2 Base Rating,Last Win-2 WFA Rating,Last Win-2 Date,Last Win-3 Base Rating,Last Win-3 WFA Rating,Last Win-3 Date,Last Win-4 Base Rating,Last Win-4 WFA Rating,Last Win-4 Date,Last Win-5 Base Rating,Last Win-5 WFA Rating,Last Win-5 Date,Joc Loc12m Wins,Joc Loc12m Places,Joc Loc12m Starts,Joc Ovrl12m Wins,Joc Ovrl12m Places,Joc Ovrl12m Starts,Joc/Horse Wins,Joc/Horse Places,Joc/Horse Starts,Trn Loc12m Wins,Trn Loc12m Places,Trn Loc12m Starts,Trn Loc5y Wins,Trn Loc5y Places,Trn Loc5y Starts,Trn Ovrl12m Wins,Trn Ovrl12m Places,Trn Ovrl12m Starts,Joc/Trn Wins,Joc/Trn Places,Joc/Trn Starts,Last Dist,Last Margin,Last Weight,Last-1 Dist,Last-1 Margin,Last-1 Weight,Last-2 Dist,Last-2 Margin,Last-2 Weight,Last-3 Dist,Last-3 Margin,Last-3 Weight,Last Crse,Last Class,Last-1 Crse,Last-1 Class,Last-2 Crse,Last-2 Class,Last-3 Crse,Last-3 Class,Sire,Dam,G Sire,Trainer Location,Course Peak,Course Peak Date,Last SP,Last-1 SP,Last-2 SP,Last-3 SP,Scratched,Last Win Dte,Last Win Days,Last-1 Win Date,Last-1 WinDays,Last-2 Win Date,Last-2 Win Days,Last-3 Win Date,Last-3 WinDays,Last-4 Win Date,Last-4 Win Days,Last-5 Win Date,Last-5 WinDays,1Fav Wins,1Fav Places,1Fav Starts,2Fav Wins,2Fav Places,2Fav Starts,3-5Fav Wins,3-5Fav Places,3-5Fav Starts,6+Fav Wins,6+Fav Places,6+Fav Starts,Last-4 Weight,Last-5 Weight,Last-6 Weight,Last-7 Weight,Unnamed: 253,Predicted_Win_Percentage
RANDWICK INS,3,JAMES SQUIRE (BM78),2400,"60,000",BM-78,Claim,03.10 pm,25/10/2023,8,'2420,0.0,2.0,4.0,2.0,CLASSIC DEEL,4.0,54.0,31.0,73.0,71.0,18,2,5,11.0,28.0,up,+  .0,eq,4362,14,0,0,0,0,2,4,0,0,0,0,0,0,2,3,12,0,2,3,0,0,3,7,8,8,7,6,4,,,K A LEES,5,M,J. R. Collett,,M6,M5,0.98,1.01,1.12,B,D,8.0,0.0,1.0,3.0,0.0,0.0,3.0,0.0,1.0,3.0,0.0,1.0,3.0,1.0,0.0,2.0,1.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,,,,,,,,,,44.0,27/09/23,45.5,25/01/23,41.0,11/02/22,45.5,25/01/23,45.5,25/01/23,2030 2100,0.0,0.0,0.0,0.0,0.0,0.0,14.5,14.5,11/10/2023,11.0,44.0,44.0,27/09/2023,2.0,39.5,39.5,16/09/2023,4.0,41.0,41.0,24/08/2023,2.0,41.5,41.5,17/08/2023,3.0,40.0,40.5,27/07/2023,6.0,37.5,38.0,03/07/2023,10.0,43.5,45.5,25/01/2023,2.0,40.5,42.5,14/01/2023,40.5,43.0,26/12/2022,,,,,,,,,,,,,57,124,497,102,201,763,0,3,3,20,57,237,145,361,1335,173,288,1154,1,8,16,2400.0,250.1,54.0,2400.0,0.1,54.0,2300.0,3.7,57.5,2100.0,2.5,57.5,WFRM,BM-72,ROSE,BM-72,NEWC,BM-64,GOSF,BM-64,DUNDEEL (NZ),PLAY JUST FOR ME (USA),STRAVINSKY (USA),NEWCASTLE,,,8.0,5.5,5.0,2.5,,14/01/23,19,26/12/22,17,,,,,,,,,1.0,2.0,5.0,0.0,0.0,1.0,1.0,3.0,8.0,0.0,0.0,4.0,57.5,58.0,57.0,57.0,,72.6
RANDWICK INS,4,BIVOUAC FIRST YEARLINGS (BM72),1400,"60,000",MSB-72,Claim,03.50 pm,25/10/2023,1,'4112,2.0,1.0,1.0,4.0,SWEET BABY BOOM,5.0,62.5,3.0,100.0,100.0,7,3,3,43.0,43.0,dn,- 4.5,eq,14718,21,1,1,2,0,1,1,0,1,1,0,0,0,1,1,3,1,0,1,1,2,3,1,1,2,1,7,4,1.0,16.0,G WATERHOUSE & A BOTT,4,M,Jett Stanley,a2.0,G1,F1,1.15,1.29,1.17,A,A,5.0,0.0,1.0,2.0,1.0,1.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,39.5,13/09/23,41.0,20/04/22,,,35.5,04/10/23,41.0,20/04/22,1150 1200 (2),2.0,0.0,3.0,0.0,1.0,1.0,35.5,35.5,04/10/2023,2.0,39.0,39.5,13/09/2023,1.0,38.5,39.5,23/08/2023,1.0,36.0,37.0,09/08/2023,4.0,29.5,41.0,20/04/2022,1.0,17.0,29.0,06/04/2022,3.0,25.0,38.0,10/03/2022,3.0,,,,,,,,,,,,,,,,,,,,,,,11,25,116,62,126,497,0,0,0,111,128,540,348,507,1974,188,210,861,0,0,1,1400.0,2.3,56.0,1200.0,2.3,56.5,1150.0,0.2,57.5,1000.0,1.6,57.5,RANI,FMB-78,CANT,FMB-72,RANI,FMB-72,WFRM,FMB-72,SPIRIT OF BOOM,SUGAR BABE (NZ),EXCEED AND EXCEL,RANDWICK,39.5,23/08/23,3.5,3.7,7.0,7.5,,13/09/23,21,23/08/23,14,20/04/22,14,,,,,,,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,0.0,0.0,0.0,58.0,55.0,56.5,,,99.0
RANDWICK INS,4,BIVOUAC FIRST YEARLINGS (BM72),1400,"60,000",MSB-72,Claim,03.50 pm,25/10/2023,2,'10x4,4.0,0.0,1.0,,GALAXY BELLE (NZ),1.0,61.5,67.0,72.0,64.0,25,6,6,24.0,24.0,dn,- 5.0,eq,6416,52,0,1,2,0,3,8,0,0,0,0,0,0,5,2,14,1,3,9,0,1,2,8,9,1,8,2,7,4.0,7.0,K A LEES,6,M,Dylan Gibbons,a0.0,S11,B10,0.57,1.00,1.17,A,D,2.0,0.0,1.0,5.0,1.0,1.0,4.0,0.0,3.0,4.0,2.0,1.0,4.0,0.0,0.0,3.0,1.0,0.0,2.0,2.0,0.0,3.0,1.0,1.0,4.0,26/10/2022,30.5,30.5,29/01/2022,39.5,41.5,01/06/2021,26.0,31.0,35.5,03/09/23,43.0,03/12/22,42.0,28/05/22,40.5,07/10/22,41.0,26/02/22,1600 (2) 1700 1800 (3),1.0,0.0,1.0,2.0,2.0,14.0,35.5,35.5,03/09/2023,4.0,29.0,29.0,15/12/2022,13.0,43.0,43.0,03/12/2022,1.0,27.5,27.5,11/11/2022,11.0,30.5,30.5,26/10/2022,8.0,40.5,40.5,07/10/2022,6.0,41.0,42.0,28/05/2022,10.0,27.5,28.5,07/05/2022,8.0,39.5,41.5,29/01/2022,39.0,42.5,08/09/2021,38.0,42.0,27/08/2021,34.0,38.0,15/08/2021,32.5,37.0,11/07/2021,,,,56,119,529,98,180,810,1,0,7,20,57,237,145,361,1335,173,288,1154,33,54,217,1400.0,6.0,61.0,1600.0,12.0,58.5,1600.0,1.8,58.0,1900.0,9.1,57.5,MDGE,OPEN,HAWK,SW&P,NEWC,CL5-SW,CANT,BM-72,REDWOOD (GB),RIVERINA GIRL (NZ),BLACK MINNALOUSHE (USA),NEWCASTLE,40.0,16/02/22,31.0,7.5,4.7,21.0,,03/12/22,22,29/01/22,24,08/09/21,12,27/08/21,12.0,15/08/21,18.0,11/07/21,20,3.0,1.0,4.0,1.0,3.0,6.0,2.0,1.0,10.0,0.0,1.0,5.0,58.5,59.5,54.0,57.0,,99.0
RANDWICK INS,4,BIVOUAC FIRST YEARLINGS (BM72),1400,"60,000",MSB-72,Claim,03.50 pm,25/10/2023,3,'x304,4.0,0.0,3.0,,MOLLY NAILS,9.0,59.5,26.0,79.0,73.0,13,4,4,31.0,31.0,dn,- 4.5,up,12037,31,0,0,0,1,0,4,0,0,0,0,0,0,3,3,8,0,1,4,1,0,1,6,6,4,3,5,6,,,MATTHEW DALE,6,M,J. Ford,,G2,O3,0.82,1.05,1.17,A,C,4.0,3.0,3.0,6.0,1.0,1.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,40.0,12/08/23,44.0,30/07/22,43.0,26/01/22,43.0,26/01/22,44.0,30/07/22,1200 (3) 1400,0.0,1.0,2.0,2.0,2.0,8.0,38.5,38.5,24/09/2023,4.0,37.5,37.5,02/09/2023,12.0,40.0,40.0,12/08/2023,3.0,36.5,36.5,20/08/2022,5.0,43.5,44.0,30/07/2022,1.0,41.0,43.0,26/01/2022,4.0,40.5,42.5,03/01/2022,1.0,38.0,41.0,06/10/2021,3.0,34.0,40.5,19/02/2021,33.0,40.5,26/01/2021,,,,,,,,,,,,,15,41,349,62,124,762,0,1,1,6,14,79,39,70,294,34,59,257,0,2,5,1300.0,1.8,55.5,1100.0,4.0,56.5,1100.0,2.1,54.5,1200.0,2.9,53.0,BATH,BM-85,RAND,MSB-78,ROSE,BM-78,RAND,BM-78,TAVISTOCK (NZ),MARITIMO (NZ),PINS,GOULBURN,,,3.5,17.0,21.0,10.0,,30/07/22,185,03/01/22,89,19/02/21,24,26/01/21,135.0,,,,,3.0,1.0,6.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,2.0,3.0,57.5,58.5,57.5,56.5,,72.6
RANDWICK INS,4,BIVOUAC FIRST YEARLINGS (BM72),1400,"60,000",MSB-72,Claim,03.50 pm,25/10/2023,4,'7321,1.0,2.0,3.0,7.0,THE SEVEN SEAS,4.0,59.5,8.5,87.0,86.0,16,4,5,25.0,31.0,dn,- 3.5,dn,9208,15,0,0,1,2,0,4,0,0,1,0,0,0,4,1,7,0,3,7,0,1,2,4,4,3,2,4,3,3.0,10.0,J G SARGENT,4,M,Tyler Schiller,,M4,O4,0.83,0.62,1.17,A,C,7.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,4.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,41.0,10/10/23,42.5,09/03/23,41.5,25/07/22,42.5,09/03/23,41.5,25/07/22,1100 1200 1300 1500,1.0,1.0,3.0,0.0,0.0,5.0,41.0,41.0,10/10/2023,1.0,37.5,38.0,28/09/2023,2.0,32.5,33.0,15/09/2023,3.0,31.0,31.5,02/09/2023,7.0,38.5,39.5,19/08/2023,7.0,37.5,38.5,05/08/2023,4.0,30.5,33.5,22/03/2023,11.0,39.5,42.5,09/03/2023,1.0,36.5,40.0,16/02/2023,32.0,36.5,24/01/2023,,,,,,,,,,,,,63,130,584,125,246,1045,1,2,3,17,27,143,47,93,405,44,73,334,1,2,7,1500.0,3.3,57.0,1600.0,3.0,59.0,1600.0,5.5,57.0,1400.0,7.3,55.0,NEWC,BM-68,WYON,BM-64,NEWC,BM-68,RAND,BM-72,MERCHANT NAVY,ELUSIVE WONDER,ELUSIVE QUALITY (USA),RANDWICK,33.5,22/03/23,5.0,7.0,11.0,13.0,,10/10/23,12,09/03/23,21,16/02/23,23,24/01/23,143.0,,,,,3.0,1.0,4.0,0.0,2.0,2.0,1.0,2.0,4.0,0.0,0.0,6.0,55.5,55.5,57.0,58.5,,72.6
RANDWICK INS,4,BIVOUAC FIRST YEARLINGS (BM72),1400,"60,000",MSB-72,Claim,03.50 pm,25/10/2023,5,'45x1,1.0,5.0,4.0,,FAIRWAY STAR,7.0,58.5,4.2,99.0,96.0,9,3,2,33.0,22.0,dn,- 3.5,up,9664,17,0,0,0,1,1,2,0,0,0,0,0,0,2,2,6,1,0,1,0,0,2,2,2,5,4,6,2,2.0,10.0,BJORN BAKER,4,M,Rachel King,,G2,O2,0.83,0.86,1.17,A,A,2.0,2.0,0.0,3.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,06/01/2023,37.5,42.5,08/07/2022,24.0,33.0,,,,42.5,08/10/23,44.0,02/02/23,33.0,08/07/22,42.5,08/10/23,41.5,17/12/22,1200 1300 1600,1.0,0.0,1.0,0.0,0.0,1.0,42.5,42.5,08/10/2023,1.0,27.0,30.0,04/03/2023,5.0,37.5,41.0,17/02/2023,4.0,40.0,44.0,02/02/2023,1.0,37.0,41.5,17/01/2023,3.0,37.5,42.5,06/01/2023,3.0,36.0,41.5,17/12/2022,1.0,24.0,33.0,08/07/2022,4.0,,,,,,,,,,,,,,,,,,,26,62,362,52,115,616,2,1,4,35,61,313,226,353,1421,106,163,745,18,29,138,1300.0,2.0,56.5,1820.0,6.0,52.5,1900.0,3.1,57.5,1600.0,2.8,56.0,HAWK,BM-68,EFRM,3YO,CANT,BM-64,GOSF,BM-64,SPIETH (NZ),MARHETA,AL MAHER,WARWICK FARM,,,2.2,12.0,3.7,2.0,,08/10/23,218,02/02/23,16,17/12/22,162,,,,,,,2.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,0.0,2.0,55.0,58.5,56.5,55.0,,79.2
RANDWICK INS,4,BIVOUAC FIRST YEARLINGS (BM72),1400,"60,000",MSB-72,Claim,03.50 pm,25/10/2023,6,'6x11,1.0,1.0,6.0,,HIDE YOUR HEART,8.0,58.5,6.0,91.0,93.0,22,4,6,18.0,27.0,dn,- 4.0,up,5703,25,0,0,0,1,3,5,0,0,0,0,0,0,2,2,13,1,1,3,1,3,6,3,3,7,6,9,5,,,NATHAN DOYLE,5,M,Molly Bourke,a3.0,S9,B8,0.83,0.68,1.17,A,B,3.0,1.0,1.0,6.0,1.0,3.0,4.0,1.0,1.0,3.0,1.0,0.0,3.0,0.0,1.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,3.0,30/12/2022,37.0,39.5,22/06/2022,35.0,40.0,23/10/2021,29.0,39.0,38.5,30/09/23,39.5,30/12/22,43.0,23/07/22,38.5,30/09/23,43.0,23/07/22,1200 1300 1600 (2),1.0,0.0,2.0,0.0,0.0,1.0,38.5,38.5,30/09/2023,1.0,38.0,38.0,05/09/2023,1.0,34.5,36.0,18/02/2023,6.0,27.5,29.5,22/01/2023,8.0,37.0,39.0,08/01/2023,7.0,37.0,39.5,30/12/2022,1.0,36.0,38.5,16/12/2022,3.0,33.5,36.0,26/11/2022,6.0,34.5,39.0,14/07/2022,,,,,,,,,,,,,,,,0,2,25,55,102,488,0,0,0,10,17,95,19,35,166,65,80,357,0,0,2,1300.0,0.8,53.0,1200.0,1.3,59.0,1600.0,4.5,57.5,2100.0,9.6,58.0,NEWC,BM-68,SCON,BM-58,GOSF,BM-64,WYON,BM-64,SEBRING,CAUTIOUS,LONHRO,NEWCASTLE,,,13.0,10.0,11.0,11.0,,30/09/23,25,05/09/23,199,30/12/22,14,14/07/22,22.0,,,,,2.0,2.0,4.0,0.0,0.0,0.0,0.0,4.0,11.0,2.0,0.0,7.0,59.5,57.0,60.0,58.0,,72.6
RANDWICK INS,4,BIVOUAC FIRST YEARLINGS (BM72),1400,"60,000",MSB-72,Claim,03.50 pm,25/10/2023,7,'6193,3.0,9.0,1.0,6.0,OH GOLLY GOSH,3.0,58.5,15.0,82.0,78.0,20,3,7,15.0,35.0,up,- 1.5,eq,6358,27,0,0,0,3,6,15,0,0,0,0,0,0,2,4,12,0,3,6,1,0,2,5,5,6,5,8,1,,,J ATTARD & L KEEGAN-ATTARD,6,M,Zac Lloyd,a0.0,M6,M7,0.92,1.62,1.17,A,C,5.0,1.0,2.0,5.0,1.0,2.0,5.0,1.0,0.0,4.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,04/02/2023,37.5,37.5,,,,,,,42.0,28/09/23,40.5,09/11/22,40.5,26/03/22,42.0,28/09/23,42.0,28/09/23,1350 1400 (2),1.0,0.0,2.0,0.0,2.0,6.0,42.0,42.0,28/09/2023,3.0,37.5,37.5,16/09/2023,9.0,41.0,41.0,02/09/2023,1.0,35.5,35.5,12/08/2023,6.0,35.5,35.5,04/03/2023,10.0,40.0,40.0,18/02/2023,5.0,37.5,37.5,04/02/2023,6.0,39.5,39.5,07/01/2023,3.0,39.0,40.5,26/03/2022,37.0,40.0,10/10/2021,,,,,,,,,,,,,79,97,416,107,148,579,0,0,1,3,6,45,2,6,29,14,24,117,3,3,9,1350.0,0.5,60.0,1600.0,3.7,55.0,1400.0,0.8,56.0,1200.0,4.4,58.5,WYON,BM-64,RAND,BM-72,HAWK,BM-68,KEMB,BM-64,ARTIE SCHILLER (USA),BY GOLLY MOLLY,MAGIC ALBERT,HAWKESBURY,,,3.5,26.0,6.5,5.0,,02/09/23,21,26/03/22,151,10/10/21,17,,,,,,,0.0,1.0,1.0,1.0,1.0,4.0,1.0,3.0,8.0,1.0,2.0,7.0,54.0,54.0,54.5,53.0,,85.8
RANDWICK INS,4,BIVOUAC FIRST YEARLINGS (BM72),1400,"60,000",MSB-72,Claim,03.50 pm,25/10/2023,8,'56x5,5.0,6.0,5.0,,YANKEE HUSSEL,6.0,58.5,41.0,73.0,65.0,14,1,2,7.0,14.0,dn,- 3.5,up,5134,18,0,0,0,1,1,4,0,0,0,0,0,0,0,0,6,1,2,6,0,0,2,7,8,8,7,3,8,,,K A LEES,4,M,J. R. Collett,,M5,B8,1.00,0.92,0.78,A,D,2.0,0.0,1.0,4.0,1.0,1.0,3.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,08/04/2023,35.0,38.0,08/09/2022,34.0,41.5,12/03/2022,32.0,45.0,37.0,07/10/23,41.5,20/05/23,41.5,21/09/22,41.5,08/09/22,41.5,20/05/23,1300,0.0,0.0,0.0,0.0,0.0,9.0,37.0,37.0,07/10/2023,5.0,35.0,37.0,03/06/2023,6.0,39.0,41.5,20/05/2023,5.0,35.5,38.0,06/05/2023,6.0,31.0,33.5,22/04/2023,7.0,35.0,38.0,08/04/2023,3.0,32.5,35.5,03/03/2023,4.0,21.5,28.5,15/10/2022,12.0,34.0,41.5,08/09/2022,,,,,,,,,,,,,,,,57,124,497,102,201,763,1,1,3,20,57,237,145,361,1335,173,288,1154,1,8,16,1200.0,2.6,58.0,2200.0,4.8,56.5,2000.0,2.5,56.5,1800.0,3.3,56.5,EFRM,BM-68,EFRM,3F-GP1,DOOM,3F-GP2,CDRA,3F-LR,AMERICAN PHAROAH (USA),PETTY CURY,NOT A SINGLE DOUBT,NEWCASTLE,,,7.0,26.0,81.0,67.0,,08/09/22,19,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,5.0,0.0,0.0,7.0,56.5,57.5,56.0,54.0,,72.6
RANDWICK INS,4,BIVOUAC FIRST YEARLINGS (BM72),1400,"60,000",MSB-72,Claim,03.50 pm,25/10/2023,9,'0x56,6.0,5.0,0.0,,LA PITTRICE,2.0,58.0,101.0,63.0,66.0,6,1,0,17.0,0.0,dn,- 4.5,eq,9108,21,0,0,3,0,0,3,0,0,2,0,0,0,0,0,3,1,0,2,0,0,1,9,7,9,9,1,9,,,A J CUMMINGS,4,M,Tommy Berry,,M3,M4,0.94,0.74,1.17,A,A,3.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15/04/2023,42.0,45.0,,,,,,,34.0,04/10/23,45.0,15/04/23,,,45.0,15/04/23,45.0,15/04/23,1100,0.0,0.0,2.0,0.0,0.0,2.0,34.0,34.0,04/10/2023,6.0,31.5,32.0,20/09/2023,5.0,32.0,34.5,25/04/2023,10.0,42.0,45.0,15/04/2023,4.0,35.0,38.0,15/03/2023,1.0,29.5,33.5,03/02/2023,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,16,35,155,23,55,209,0,0,0,7,19,126,73,125,547,34,46,262,2,0,5,1400.0,5.4,55.5,1100.0,9.1,59.0,1400.0,6.4,59.0,1400.0,2.1,54.0,RANI,FMB-78,WFRM,FMB-72,RANI,3YB-68,RAND,3F-G3,CARAVAGGIO (USA),JESSICA ANN,FASTNET ROCK,RANDWICK,34.5,25/04/23,21.0,9.0,4.5,61.0,,15/03/23,40,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,55.0,55.0,,,,66.0
RANDWICK INS,5,ALL TOO HARD @ VINERY STUD (BM64),1800,"60,000",BM-64,Claim,04.30 pm,25/10/2023,1,'7629,9.0,2.0,6.0,7.0,PHILIPSBURG (NZ),7.0,61.5,81.0,69.0,62.0,44,6,9,14.0,20.0,dn,-10.5,up,8792,17,0,0,0,0,3,4,0,0,0,0,0,0,3,2,24,1,3,13,2,4,7,12,14,1,1,1,6,,,JAMES PONSONBY,6,G,Benjamin Osmond,a3.0,S8,M6,0.52,0.97,0.93,B,D,13.0,0.0,1.0,5.0,1.0,1.0,4.0,2.0,0.0,4.0,1.0,1.0,3.0,0.0,0.0,3.0,1.0,0.0,3.0,1.0,6.0,22.0,0.0,1.0,1.0,30/07/2022,43.0,43.5,,,,,,,40.0,31/05/23,44.0,17/12/22,42.0,11/09/21,43.5,30/07/22,43.5,30/07/22,1400 (2) 1435 1450 1500 1550,0.0,0.0,0.0,4.0,9.0,40.0,27.0,27.0,08/10/2023,9.0,39.5,39.5,30/09/2023,2.0,36.0,36.0,16/09/2023,6.0,31.0,31.0,26/08/2023,7.0,37.0,37.0,19/08/2023,4.0,35.0,35.0,12/08/2023,4.0,32.5,32.5,05/08/2023,5.0,38.5,38.5,29/07/2023,10.0,41.0,42.0,21/05/2022,41.5,43.0,30/03/2022,38.5,42.0,11/09/2021,35.5,41.5,26/03/2021,33.0,40.0,04/02/2021,29.5,37.5,14/01/2021,1,1,18,22,66,403,0,0,0,0,4,35,5,15,63,6,32,180,0,1,3,1600.0,9.3,54.0,1800.0,0.2,57.5,1600.0,2.5,56.0,2000.0,6.0,54.0,COON,OPEN,RAND,BM-72,RAND,BM-72,ROSE,BM-78,PER INCANTO (USA),SAINT MARTINS (NZ),DARCI BRAHMA (NZ),HAWKESBURY,,,7.5,7.5,9.0,16.0,,21/05/22,14,30/03/22,10,11/09/21,28,26/03/21,7.0,04/02/21,21.0,14/01/21,14,3.0,1.0,7.0,1.0,2.0,3.0,2.0,3.0,17.0,0.0,3.0,17.0,54.0,55.0,55.0,58.0,,72.6
RANDWICK INS,5,ALL TOO HARD @ VINERY STUD (BM64),1800,"60,000",BM-64,Claim,04.30 pm,25/10/2023,2,'1941,1.0,4.0,9.0,1.0,KNIGHTS ARMOUR,5.0,61.0,8.0,89.0,89.0,14,5,1,36.0,7.0,dn,- 1.5,up,4998,11,0,0,0,1,1,2,0,0,0,0,0,0,3,0,7,2,1,5,0,0,2,4,4,5,3,7,5,3.0,8.0,ROSS LAVIS,5,G,Molly Bourke,a3.0,G2,O2,0.46,0.95,0.93,B,na,11.0,0.0,0.0,3.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,4.0,0.0,0.0,0.0,,,,,,,,,,39.0,14/10/23,32.5,07/01/23,15.0,03/06/22,36.5,25/07/23,38.5,07/07/23,1460 1600 1890 2120 2140,1.0,0.0,2.0,1.0,0.0,2.0,39.0,39.0,14/10/2023,1.0,38.5,38.5,03/10/2023,4.0,27.0,27.0,09/08/2023,9.0,36.0,36.5,25/07/2023,1.0,38.0,38.5,07/07/2023,1.0,36.0,36.5,16/06/2023,1.0,23.5,24.0,02/06/2023,7.0,29.0,30.0,27/05/2023,3.0,30.5,32.5,07/01/2023,,,,,,,,,,,,,,,,0,2,25,55,102,488,0,0,0,0,0,1,0,0,1,5,1,13,0,0,0,1600.0,0.3,59.0,1300.0,0.9,59.0,2200.0,8.7,55.5,1890.0,0.4,56.0,WAGA,BM-66,GOUL,BM-66,WFRM,BM-72,NEWC,BM-66,CASINO PRINCE,CAKEWALKIN,ORPEN (USA),BRAIDWOOD,,,3.5,11.0,21.0,2.7,,14/10/23,11,25/07/23,18,07/07/23,21,16/06/23,14.0,07/01/23,12.0,,,2.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,9.0,58.0,59.0,52.5,56.5,,72.6
